Yazı görüntüsü,Yazı başlığı,Yayınlama tarihi,Yazı görüntülenmeleri,Tekil ziyaretçiler,Yorumlar,Beğeniler,wix_url,live_headline,live_published_date,wix_visible_author,wix_author_profile_url,resolution_status,match_method,notes,manual_search_query
"https://static.wixstatic.com/media/2031bc_5f2e33acb5d149df8ae87981801ea01a~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_5f2e33acb5d149df8ae87981801ea01a~mv2.png",Madame Web Kimdir? - Örümcek Adam'ın Müttefiği,08.02.2024,54,49,0,0,https://www.benizledim.com/post/madame-web-kimdir-örümcek-adam-ın-müttefiği,Madame Web Kimdir? - Örümcek Adam'ın Müttefiği,2024-02-08T14:27:21.516Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Madame Web Kimdir? - Örümcek Adam'ın Müttefiği"""
"https://static.wixstatic.com/media/4c3f56_e6e7860074264cc49728d5bf8d338277~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_e6e7860074264cc49728d5bf8d338277~mv2.jpg",A Complete Unknown Adını Hak Ediyor! (İnceleme),28.02.2025,53,28,0,1,https://www.benizledim.com/post/a-complete-unknown-adını-hak-ediyor-i-nceleme,A Complete Unknown Adını Hak Ediyor! (İnceleme),2025-02-28T18:43:38.801Z,Su Evci,https://www.benizledim.com/profile/nsuevci/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""A Complete Unknown Adını Hak Ediyor! (İnceleme)"""
"https://static.wixstatic.com/media/61dd5d_5b0ab939a1184eadacec1100750008c1~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_5b0ab939a1184eadacec1100750008c1~mv2.jpg",Film gibi dizi gibi bir belgesel: The Last Dance / Michael Jordan,30.08.2022,53,50,0,0,https://www.benizledim.com/post/film-gibi-dizi-gibi-bir-belgesel-the-last-dance-michael-jordan,"Film gibi, dizi gibi bir belgesel: The Last Dance / Michael Jordan",2022-08-30T13:51:19.738Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Film gibi dizi gibi bir belgesel: The Last Dance / Michael Jordan"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Fantastik Dörtlü: İlk Adımlar İncelemesi - Marvel Geri Mi Döndü?,31.07.2025,52,35,0,0,https://www.benizledim.com/post/fantastik-dörtlü-i-lk-adımlar-i-ncelemesi-marvel-geri-mi-döndü,Fantastik Dörtlü: İlk Adımlar İncelemesi - Marvel Geri Mi Döndü?,2025-07-31T14:07:54.745Z,Su Evci,https://www.benizledim.com/profile/nsuevci/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Fantastik Dörtlü: İlk Adımlar İncelemesi - Marvel Geri Mi Döndü?"""
"https://static.wixstatic.com/media/af6835_3da0453125154031beceacbf5cf63332~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/af6835_3da0453125154031beceacbf5cf63332~mv2.jpg",Interstellar ismi neden bu yazıyı okumanız için yeterli bir sebep?,26.08.2024,52,39,0,0,https://www.benizledim.com/post/interstellar-ismi-neden-bu-yazıyı-okumanız-için-yeterli-bir-sebep,Interstellar ismi neden bu yazıyı okumanız için yeterli bir sebep?,2024-08-26T18:50:52.089Z,Hüseyin Emre Sepetci,https://www.benizledim.com/profile/huseyinemresepetci/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Interstellar ismi neden bu yazıyı okumanız için yeterli bir sebep?"""
"https://static.wixstatic.com/media/2031bc_66ab914aa5ac4bb1a19eb38c62d35887~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_66ab914aa5ac4bb1a19eb38c62d35887~mv2.jpg",What If 2. Sezon Neden Türkiye’de Yok? Disney Plus,31.12.2023,48,45,0,0,https://www.benizledim.com/post/what-if-neden-tüekiye-de-yok-marvel-dizisi,What If 2. Sezon Neden Türkiye’de Yok? Disney Plus,2023-12-31T09:24:11.278Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""What If 2. Sezon Neden Türkiye’de Yok? Disney Plus"""
"https://static.wixstatic.com/media/6d029e_f3eca6ddaca34ee38cd3d9c376d3ad89~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/6d029e_f3eca6ddaca34ee38cd3d9c376d3ad89~mv2.jpg",Love Exposure Sion Sono'nun Başyapıtı,03.09.2022,48,43,0,0,https://www.benizledim.com/post/love-exposure-sion-sono-nun-başyapıtı,Love Exposure Sion Sono'nun Başyapıtı,2022-09-03T10:23:46.878Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Love Exposure Sion Sono'nun Başyapıtı"""
"https://static.wixstatic.com/media/2031bc_c43573561cde4bf1a79d2fe6c80619b9~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_c43573561cde4bf1a79d2fe6c80619b9~mv2.webp",Megan Movie and Artificial Intelligence,18.02.2024,48,44,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Megan Movie and Artificial Intelligence"""
"https://static.wixstatic.com/media/2031bc_c43573561cde4bf1a79d2fe6c80619b9~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_c43573561cde4bf1a79d2fe6c80619b9~mv2.webp",Megan Filmi ve Yapay Zeka Üzerine,18.02.2024,47,44,0,0,https://www.benizledim.com/post/megan-filmi-ve-yapay-zeka-üzerine,Megan Filmi ve Yapay Zeka Üzerine,2024-02-18T20:33:14.492Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Megan Filmi ve Yapay Zeka Üzerine"""
"https://static.wixstatic.com/media/3b0500_bb12e8cdc8b24a9b9bf0dd433f48609f~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/3b0500_bb12e8cdc8b24a9b9bf0dd433f48609f~mv2.jpg",Bize Çıkan Yollar: DASH & LILY,26.11.2022,45,45,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Bize Çıkan Yollar: DASH & LILY"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Gürültüsüz bir Çığlık; ‘Glasgow’un Çocuklarını Dinlemek’,04.12.2025,45,16,0,0,https://www.benizledim.com/post/gürültüsüz-bir-çığlık-glasgow-un-çocuklarını-dinlemek,Gürültüsüz bir Çığlık; ‘Glasgow’un Çocuklarını Dinlemek’,2025-12-04T19:06:17.306Z,Muhammed Muğlu,https://www.benizledim.com/profile/muhammedmuglu/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Gürültüsüz bir Çığlık; ‘Glasgow’un Çocuklarını Dinlemek’"""
"https://static.wixstatic.com/media/30d4f8_a40ac299375242d38af49be3b5e63292~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/30d4f8_a40ac299375242d38af49be3b5e63292~mv2.jpg",Men (Adamlar),16.10.2022,44,39,0,0,https://www.benizledim.com/post/men-adamlar,Men (Adamlar),2022-10-16T09:55:45.224Z,Emel Uzun,https://www.benizledim.com/profile/emeluzun7/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Men (Adamlar)"""
"https://static.wixstatic.com/media/2031bc_bf6fdad952e548dbb6a89f93ec1ee3f3~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_bf6fdad952e548dbb6a89f93ec1ee3f3~mv2.jpg",Köpek Adası - Politik Köpek Filmi,01.02.2023,42,35,0,0,https://www.benizledim.com/post/isle_of_dogs,Köpek Adası - Politik Köpek Filmi,2023-01-31T21:00:00.000Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Köpek Adası - Politik Köpek Filmi"""
"https://static.wixstatic.com/media/e2372f_f56d608154554cac96478592cd0580cd~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_f56d608154554cac96478592cd0580cd~mv2.jpeg",Oslo Üçlemesi: Oslo August 31st,06.09.2022,42,37,0,0,https://www.benizledim.com/post/oslo-üçlemesi-oslo-august-31st,"Oslo Üçlemesi: Oslo, August 31st",2022-09-06T16:28:46.628Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Oslo Üçlemesi: Oslo August 31st"""
"https://static.wixstatic.com/media/2031bc_9987bd0d91dc421ca46fe8df082254e5~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_9987bd0d91dc421ca46fe8df082254e5~mv2.jpg",Rear Window (Alfred Hitchcock)| Bir Kadın Ne Kadar Güçlüdür?,24.09.2022,42,34,0,0,https://www.benizledim.com/post/rear-window,Rear Window (Alfred Hitchcock)| Bir Kadın Ne Kadar Güçlüdür?,2022-09-24T18:53:55.928Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Rear Window (Alfred Hitchcock)| Bir Kadın Ne Kadar Güçlüdür?"""
"https://static.wixstatic.com/media/2031bc_7d34f416c8484c34bcbb86bb59c10361~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_7d34f416c8484c34bcbb86bb59c10361~mv2.jpg",Guardians of the Galaxy vol3 Soundtracks,06.05.2023,40,33,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Guardians of the Galaxy vol3 Soundtracks"""
"https://static.wixstatic.com/media/e2372f_48af748cc3c641708bcab4ec257e5873~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_48af748cc3c641708bcab4ec257e5873~mv2.jpg",İki Şafak Arasında,22.03.2023,40,34,0,0,https://www.benizledim.com/post/i-ki-şafak-arasında,İki Şafak Arasında,2023-03-22T10:56:10.888Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""İki Şafak Arasında"""
"https://static.wixstatic.com/media/61dd5d_a491675a1f5d4b9fb5c0e2f99193aeb9~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_a491675a1f5d4b9fb5c0e2f99193aeb9~mv2.webp",The Exorcist: Believer - İzleyiciyi Enayi Yerine Koyan Korku Filmi,25.10.2023,38,35,0,0,https://www.benizledim.com/post/the-exorcist-believer-korku-filmi,The Exorcist: Believer -  İzleyiciyi Enayi Yerine Koyan Korku Filmi,2023-10-25T08:32:57.321Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""The Exorcist: Believer - İzleyiciyi Enayi Yerine Koyan Korku Filmi"""
"https://static.wixstatic.com/media/e2372f_3c73f67469234839a1c8f28219d59be9~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_3c73f67469234839a1c8f28219d59be9~mv2.jpeg",Bilmemek,04.06.2023,37,34,0,0,https://www.benizledim.com/post/bilmemek,Bilmemek,2023-06-04T19:14:34.705Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Bilmemek"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Taksim’den 19 Mart’a: Mekân Üzerinden Kurulan Totaliter Rejim,18.05.2025,36,20,0,0,https://www.benizledim.com/post/taksim-den-19-mart-a-mekân-üzerinden-kurulan-totaliter-rejim,Taksim’den 19 Mart’a: Mekân Üzerinden Kurulan Totaliter Rejim,2025-05-18T11:48:08.544Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Taksim’den 19 Mart’a: Mekân Üzerinden Kurulan Totaliter Rejim"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Red Room: Mekânın Hafızası Zihnin Mimarisi,31.10.2025,36,15,0,0,https://www.benizledim.com/post/red-room-mekânın-hafızası-zihnin-mimarisi,"Red Room: Mekânın Hafızası, Zihnin Mimarisi",2025-10-31T08:27:28.111Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Red Room: Mekânın Hafızası Zihnin Mimarisi"""
"https://static.wixstatic.com/media/2031bc_6e871a85c96445d887e5dfb6fa0af46b~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_6e871a85c96445d887e5dfb6fa0af46b~mv2.webp",Tales of The Walking Dead,02.07.2023,35,35,0,0,https://www.benizledim.com/post/tales-of-twd,Tales of The Walking Dead,2023-07-02T11:41:52.299Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Tales of The Walking Dead"""
"https://static.wixstatic.com/media/e2372f_9e6113a3e95149be894f0f40cdc9da7b~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_9e6113a3e95149be894f0f40cdc9da7b~mv2.jpeg",L'evenement/Kürtaj,03.09.2022,35,31,0,0,https://www.benizledim.com/post/l-evenement-kürtaj,L'evenement/Kürtaj,2022-09-03T16:31:34.287Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""L'evenement/Kürtaj"""
"https://static.wixstatic.com/media/2031bc_c125cf5c99cd4be986956cbc803e2220~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_c125cf5c99cd4be986956cbc803e2220~mv2.jpg",The Wonderful Story of Henry Sugar,30.09.2023,35,33,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""The Wonderful Story of Henry Sugar"""
"https://static.wixstatic.com/media/61dd5d_c87b1e0bf48a4b73a322e1e7577d010e~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_c87b1e0bf48a4b73a322e1e7577d010e~mv2.jpg",The 44th Istanbul Film Festival Kicks Off April 11 with 154 Films and Global Highlights,15.04.2025,34,32,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""The 44th Istanbul Film Festival Kicks Off April 11 with 154 Films and Global Highlights"""
"https://static.wixstatic.com/media/e2372f_cae75dc1517f4cd3b4964e28af3052f8~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_cae75dc1517f4cd3b4964e28af3052f8~mv2.jpeg",The Painted Bird,27.08.2022,34,24,0,0,https://www.benizledim.com/post/the-painted-bird,The Painted Bird,2022-08-27T12:36:32.829Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Painted Bird"""
"https://static.wixstatic.com/media/61dd5d_f3ea0f20f143430ba68a7b309b8b098b~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_f3ea0f20f143430ba68a7b309b8b098b~mv2.png",Süpermen süpermen olmak lazım bazen. (Her Şey Çok Güzel Olacak 1998),26.08.2022,33,31,0,0,https://www.benizledim.com/post/süpermen-süpermen-olmak-lazım-bazen-her-şey-çok-güzel-olacak-1998,"Süpermen, süpermen olmak lazım bazen. (Her Şey Çok Güzel Olacak 1998)",2022-08-26T10:47:24.133Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Süpermen süpermen olmak lazım bazen. (Her Şey Çok Güzel Olacak 1998)"""
"https://static.wixstatic.com/media/61dd5d_dd2f925a14af478fbc92172228ad6e08~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_dd2f925a14af478fbc92172228ad6e08~mv2.webp",Found Footage Filmler: Gerçekçilikten Kurguya,28.02.2024,33,32,0,0,https://www.benizledim.com/post/buluntufoundfootage,Found Footage Filmler: Gerçekçilikten Kurguya,2024-02-28T05:26:14.114Z,Nedir,https://www.benizledim.com/profile/61a5a6b1-f155-4490-9f1b-26bf2b325514/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Found Footage Filmler: Gerçekçilikten Kurguya"""
"https://static.wixstatic.com/media/2031bc_606ba1b7dd0548488c213deafa8ce795~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_606ba1b7dd0548488c213deafa8ce795~mv2.jpg",Koş Lola Koş! Kaderine Koş!,17.01.2023,32,30,0,0,https://www.benizledim.com/post/run-lola-run,Koş Lola Koş! Kaderine Koş!,2023-01-17T08:00:29.816Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Koş Lola Koş! Kaderine Koş!"""
"https://static.wixstatic.com/media/4c3f56_32275a6910754cfea3ae35b73a0bb49a~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_32275a6910754cfea3ae35b73a0bb49a~mv2.webp",The New York Times 21.Yüzyılın En İyi 100 Filmini Seçti. Hangilerini İzledin?,28.06.2025,32,23,0,0,https://www.benizledim.com/post/the-new-york-times-21-yüzyılın-en-iyi-100-filmini-seçti-hangilerini-izledin,The New York Times 21.Yüzyılın En İyi 100 Filmini Seçti. Hangilerini İzledin?,2025-06-28T20:07:06.044Z,Su Evci,https://www.benizledim.com/profile/nsuevci/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The New York Times 21.Yüzyılın En İyi 100 Filmini Seçti. Hangilerini İzledin?"""
"https://static.wixstatic.com/media/e2372f_11e8eeadd06342bfb17463db51cf9e5b~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_11e8eeadd06342bfb17463db51cf9e5b~mv2.jpeg",Rosetta,01.11.2022,30,29,0,0,https://www.benizledim.com/post/rosetta,Rosetta,2022-11-01T12:32:55.655Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Rosetta"""
"https://static.wixstatic.com/media/2031bc_f9b885ee853b451e96bc63474687eb99~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_f9b885ee853b451e96bc63474687eb99~mv2.jpeg",Galaksinin Koruyucuları (Noel Özel Bölümü),26.11.2022,29,25,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Galaksinin Koruyucuları (Noel Özel Bölümü)"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,İçgüdülerimizle Neden Barışık Değiliz?,14.10.2025,28,14,0,0,https://www.benizledim.com/post/i-çgüdülerimizle-neden-barışık-değiliz,İçgüdülerimizle Neden Barışık Değiliz?,2025-10-14T18:39:53.807Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""İçgüdülerimizle Neden Barışık Değiliz?"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,BIZSSN in PAXOS/9 Temmuz Konstantinos Argiros Konseri/Nikos Vertis/Maestro in Blue,31.08.2025,27,13,0,0,https://www.benizledim.com/post/bizssn-in-paxos-9-temmuz-konstantinos-argiros-konseri-nikos-vertis-maestro-in-blue,BIZSSN in PAXOS/9 Temmuz Konstantinos Argiros Konseri/Nikos Vertis/Maestro in Blue,2025-08-31T02:04:41.299Z,BIZSSN,https://www.benizledim.com/profile/bizssn/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""BIZSSN in PAXOS/9 Temmuz Konstantinos Argiros Konseri/Nikos Vertis/Maestro in Blue"""
"https://static.wixstatic.com/media/2031bc_0ae0ec063267465682c7917a48b09dad~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_0ae0ec063267465682c7917a48b09dad~mv2.jpg",Üç Hikaye Bir Film - Fransız Postası,27.08.2022,27,25,0,0,https://www.benizledim.com/post/üç-hikaye-bir-film-fransız-postası,Üç Hikaye Bir Film - Fransız Postası,2022-08-27T13:50:49.182Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Üç Hikaye Bir Film - Fransız Postası"""
"https://static.wixstatic.com/media/e2372f_4f820317a48249cd97a2d0c0e6a5e4af~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_4f820317a48249cd97a2d0c0e6a5e4af~mv2.jpeg",Anatomie D'une Chute/Bir Düşüşün Anatomisi,02.12.2023,26,23,0,0,https://www.benizledim.com/post/anatomie-d-une-chute-bir-düşüşün-anatomisi,Anatomie D'une Chute/Bir Düşüşün Anatomisi,2023-12-02T10:31:23.803Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Anatomie D'une Chute/Bir Düşüşün Anatomisi"""
"https://static.wixstatic.com/media/61dd5d_87c67d82dc2e4fbc9272e68407a8ddda~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_87c67d82dc2e4fbc9272e68407a8ddda~mv2.png",Muğlaklığın Sineması: David Lynch’in Rüyalar ve Gerçeklik Arasında Kurduğu Köprü,17.01.2025,25,15,0,2,https://www.benizledim.com/post/muğlaklığın-sineması-david-lynch-in-rüyalar-ve-gerçeklik-arasında-kurduğu-köprü,Muğlaklığın Sineması: David Lynch’in Rüyalar ve Gerçeklik Arasında Kurduğu Köprü,2025-01-17T15:53:25.340Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Muğlaklığın Sineması: David Lynch’in Rüyalar ve Gerçeklik Arasında Kurduğu Köprü"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,İki Belgesel Tek Efsane: Ozzy Osbourne'un Son Perdesi,09.10.2025,25,9,0,0,https://www.benizledim.com/post/i-ki-belgesel-tek-efsane-ozzy-osbourne-un-son-perdesi,"İki Belgesel, Tek Efsane: Ozzy Osbourne'un Son Perdesi",2025-10-09T15:25:53.986Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""İki Belgesel Tek Efsane: Ozzy Osbourne'un Son Perdesi"""
"https://static.wixstatic.com/media/6d029e_5bf49b9fc0a3419f889667a4aad650a5~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/6d029e_5bf49b9fc0a3419f889667a4aad650a5~mv2.png",Pembe Eldiven bir boksörün büyüme hikayesi,11.12.2022,25,24,0,0,https://www.benizledim.com/post/pembe-eldiven-cesur-kısa-film,"Pembe Eldiven, bir boksörün büyüme hikayesi",2022-12-11T18:37:29.628Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Pembe Eldiven bir boksörün büyüme hikayesi"""
"https://static.wixstatic.com/media/cf226d_2e69009ff8ae4bbdb9ada59c5b2c6c6a~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/cf226d_2e69009ff8ae4bbdb9ada59c5b2c6c6a~mv2.png",Kar ve Beni Sevenler Listesi,22.04.2023,24,23,0,0,https://www.benizledim.com/post/kar-ve-beni-sevenler-listesi,Kar ve Beni Sevenler Listesi,2023-04-22T17:52:16.168Z,Meriç Kılınç,https://www.benizledim.com/profile/mericileti/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Kar ve Beni Sevenler Listesi"""
"https://static.wixstatic.com/media/61dd5d_ad58b9375dc14918aeded862e3872616~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_ad58b9375dc14918aeded862e3872616~mv2.jpg",20.000 Arı Türü / 20.000 Especies de Abejas / 20000 Species of Bees,07.04.2023,24,21,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""20.000 Arı Türü / 20.000 Especies de Abejas / 20000 Species of Bees"""
"https://static.wixstatic.com/media/61dd5d_9736a377a95443ebaee915a28ba9e921~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_9736a377a95443ebaee915a28ba9e921~mv2.webp",Baradaran-e Leila/Leyla'nın Kardeşleri,14.04.2023,24,24,0,0,https://www.benizledim.com/post/baradaran-e-leila-leyla-nın-kardeşleri,Baradaran-e Leila/Leyla'nın Kardeşleri,2023-04-14T08:15:54.500Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Baradaran-e Leila/Leyla'nın Kardeşleri"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Superman (2025) İncelemesi - Karanlıktan Aydınlığa Özüne Dönüş,28.08.2025,23,18,1,0,https://www.benizledim.com/post/superman-2025-i-ncelemesi-karanlıktan-aydınlığa-özüne-dönüş,"Superman (2025) İncelemesi - Karanlıktan Aydınlığa, Özüne Dönüş",2025-08-28T07:23:58.557Z,Su Evci,https://www.benizledim.com/profile/nsuevci/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Superman (2025) İncelemesi - Karanlıktan Aydınlığa Özüne Dönüş"""
"https://static.wixstatic.com/media/e2372f_6a7f8c0bd6d44131af3482f161601f08~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_6a7f8c0bd6d44131af3482f161601f08~mv2.jpeg",Prima Facie,17.12.2022,23,18,0,0,https://www.benizledim.com/post/prima-facie,Prima Facie,2022-12-17T11:29:48.322Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Prima Facie"""
"https://static.wixstatic.com/media/61dd5d_209e1647f8944c82a05ad0df9e9ddf7f~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_209e1647f8944c82a05ad0df9e9ddf7f~mv2.jpg",İran Sineması: Perdedeki Şiir Toplumsal Ayna ve Uluslararası Başarının Hikayesi,02.06.2025,22,17,0,1,https://www.benizledim.com/post/i-ran-sineması-perdedeki-şiir-toplumsal-ayna-ve-uluslararası-başarının-hikayesi,"İran Sineması: Perdedeki Şiir, Toplumsal Ayna ve Uluslararası Başarının Hikayesi",2025-06-02T07:00:12.403Z,Ben İzledim,https://www.benizledim.com/profile/benizledimblog/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""İran Sineması: Perdedeki Şiir Toplumsal Ayna ve Uluslararası Başarının Hikayesi"""
"https://static.wixstatic.com/media/2031bc_1a9d28fef89445e4ab4af8f4b008f331~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_1a9d28fef89445e4ab4af8f4b008f331~mv2.jpg",Is Loki Over? Is Season 3 coming?,11.11.2023,22,16,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Is Loki Over? Is Season 3 coming?"""
